country,year,region,co2,coal_co2,gas_co2,oil_co2,co2_per_capita,gdp,gdp_per_capita,temperature_change_from_co2
Belgium,1913,Europe,0.068015,66.82,0.0,1.194,9.083,51569180672.0,6887.10204010769,0.001
Belgium,1914,Europe,0.040575,40.575,0.0,0.0,5.415,48291917824.0,6445.155271357754,0.001
Belgium,1915,Europe,0.03442,34.42,0.0,0.0,4.591,47717851136.0,6364.325938050127,0.001
Belgium,1916,Europe,0.045793,45.793,0.0,0.0,6.104,50476285952.0,6727.777268596015,0.001
Belgium,1917,Europe,0.0362479999999999,36.248,0.0,0.0,4.828,43351961600.0,5774.382455409399,0.001
Belgium,1918,Europe,0.0337229999999999,33.723,0.0,0.0,4.489,34929598464.0,4649.205674678308,0.001
Belgium,1919,Europe,0.044869,44.869,0.0,0.0,5.961,41206456320.0,5474.146392139613,0.001
Belgium,1920,Europe,0.055154,55.154,0.0,0.0,7.304,47690878976.0,6315.812757680146,0.001
Belgium,1921,Europe,0.0505339999999999,50.534,0.0,0.0,6.663,48513359872.0,6396.991877793875,0.001
Belgium,1922,Europe,0.055909,55.271,0.0,0.638,7.332,53254414336.0,6983.470196167448,0.001
Belgium,1923,Europe,0.071884,70.939,0.0,0.945,9.363,55170510848.0,7186.364510603599,0.001
Belgium,1924,Europe,0.0762549999999999,75.156,0.0,1.099,9.866,56977850368.0,7372.162343778788,0.001
Belgium,1925,Europe,0.07804,76.871,0.0,1.169,10.03,57860202496.0,7436.272676600255,0.001
Belgium,1926,Europe,0.077684,76.526,0.0,1.158,9.917,59818344448.0,7636.534853601584,0.001
Belgium,1927,Europe,0.090475,89.354,0.0,1.121,11.473,62022688768.0,7865.0068233141055,0.001
Belgium,1928,Europe,0.0882459999999999,84.803,0.0,1.938,11.116,65265889280.0,8220.937248393497,0.002
Belgium,1929,Europe,0.096955,93.183,0.0,2.165,12.139,64705789952.0,8101.500077251596,0.002
Belgium,1930,Europe,0.0936719999999999,89.915,0.0,2.25,11.666,64091136000.0,7981.888942994457,0.002
Belgium,1931,Europe,0.084123,80.579,0.0,2.327,10.428,62952120320.0,7803.68841336958,0.002
Belgium,1932,Europe,0.067713,64.157,0.0,2.517,8.361,60109799424.0,7421.845266789126,0.002
Belgium,1933,Europe,0.072657,69.14,0.0,2.554,8.942,61411491840.0,7557.672382061148,0.002
Belgium,1934,Europe,0.074958,70.836,0.0,3.184,9.194,60899201024.0,7470.020601581285,0.002
Belgium,1935,Europe,0.071641,67.857,0.0,2.697,8.759,64654688256.0,7904.638733588978,0.002
Belgium,1936,Europe,0.075004,70.191,0.0,3.649,9.14,65114763264.0,7934.750833295049,0.002
Belgium,1937,Europe,0.090298,85.173,0.0,3.638,10.967,66000166912.0,8016.238296412779,0.002
Belgium,1938,Europe,0.079119,74.163,0.0,3.448,9.578,64496549888.0,7807.893498993817,0.002
Canada,1900,North America,0.020628,20.251,0.0,0.377,3.81,25320480768.0,4676.485641226907,0.002
Canada,1901,North America,0.0238449999999999,23.53,0.0,0.315,4.315,27331231744.0,4945.279008281928,0.003
Canada,1902,North America,0.025648,25.424,0.0,0.224,4.531,30001500160.0,5300.1745366200785,0.003
Canada,1903,North America,0.02796,27.736,0.0,0.224,4.807,30890283008.0,5310.874678431977,0.003
Canada,1904,North America,0.033097,32.818,0.0,0.278,5.538,31336632320.0,5243.1653449424875,0.003
Canada,1905,North America,0.035387,34.859,0.0,0.528,5.762,35010547712.0,5700.8189465487785,0.003
Canada,1906,North America,0.037387,36.995,0.0,0.392,5.925,38508658688.0,6102.30434397468,0.003
Canada,1907,North America,0.046991,46.375,0.0,0.616,7.247,40743493632.0,6283.345585680506,0.003
Canada,1908,North America,0.047408,46.819,0.0,0.59,7.115,38793220096.0,5822.182594844997,0.003
Canada,1909,North America,0.045386,45.214,0.0,0.172,6.639,42916040704.0,6277.9554540015415,0.003
Canada,1910,North America,0.051622,50.86,0.0,0.762,7.371,46585430016.0,6652.247530151889,0.003
Canada,1911,North America,0.0602689999999999,58.686,0.616,0.967,8.413,49758150656.0,6946.031081573251,0.004
Canada,1912,North America,0.067271,64.941,0.81,1.521,9.193,53039153152.0,7248.433806557204,0.004
Canada,1913,North America,0.0792819999999999,76.186,1.085,2.012,10.622,55654977536.0,7456.533574779261,0.004
Canada,1914,North America,0.068381,64.834,1.147,2.4,8.982,51924688896.0,6820.125183179087,0.004
Canada,1915,North America,0.061116,57.679,1.066,2.37,7.87,55264677888.0,7116.257506365911,0.004
Canada,1916,North America,0.076457,72.034,1.348,3.074,9.652,60832882688.0,7679.412737450253,0.004
Canada,1917,North America,0.085243,79.835,1.451,3.957,10.55,63343882240.0,7839.347802276885,0.004
Canada,1918,North America,0.089519,83.858,1.066,4.595,10.857,59279544320.0,7189.563157911333,0.005
Canada,1919,North America,0.07609,70.14,1.055,4.895,9.049,54758486016.0,6511.933723901598,0.005
Canada,1920,North America,0.084378,79.996,0.89,3.492,9.844,54142889984.0,6316.7586169160395,0.005
Canada,1921,North America,0.080483,75.508,0.747,4.228,9.217,48308826112.0,5532.259100621309,0.005
Canada,1922,North America,0.069209,63.457,0.777,4.976,7.784,55375314944.0,6227.880179303446,0.005
Canada,1923,North America,0.092981,87.434,0.846,4.701,10.275,58664529920.0,6482.891716662265,0.005
Canada,1924,North America,0.077384,71.221,0.788,5.375,8.403,59548565504.0,6465.968749127942,0.006
Canada,1925,North America,0.075248,69.077,0.894,5.276,8.028,66059980800.0,7048.064678335133,0.006
Canada,1926,North America,0.084756,77.087,1.019,6.65,8.885,69622784000.0,7298.808199037103,0.006
Canada,1927,North America,0.091999,82.792,1.132,8.075,9.477,76526026752.0,7882.770102879972,0.006
Canada,1928,North America,0.093777,81.605,1.194,10.109,9.491,83322109952.0,8433.329995174136,0.006
Canada,1929,North America,0.09903,83.899,1.502,12.666,9.862,83202572288.0,8286.078810920715,0.006
Canada,1930,North America,0.094348,79.498,1.557,12.366,9.258,80432472064.0,7892.405965113557,0.006
Canada,1931,North America,0.075849,61.214,1.37,12.465,7.343,68012974080.0,6584.431263034445,0.007
Canada,1932,North America,0.0702069999999999,57.737,1.238,10.868,6.715,63166488576.0,6041.397356768028,0.007
Canada,1933,North America,0.069483,56.44,1.224,11.63,6.574,58656866304.0,5549.639647169386,0.007
Canada,1934,North America,0.079913,65.156,1.227,13.257,7.479,64889491456.0,6073.171333657912,0.007
Canada,1935,North America,0.078796,62.933,1.319,14.271,7.295,70134530048.0,6493.342143142236,0.007
Canada,1936,North America,0.086163,68.843,1.488,15.444,7.891,73911484416.0,6769.297115985652,0.007
Canada,1937,North America,0.093483,74.207,1.715,17.078,8.47,80861331456.0,7326.015120733206,0.007
Canada,1938,North America,0.085544,66.469,1.77,16.873,7.667,82981191680.0,7437.0694029574515,0.008
Czechia,1900,Europe,0.0337209999999999,33.721,0.0,0.0,3.613,,,0.0
Czechia,1901,Europe,0.035235,35.235,0.0,0.0,3.746,,,0.0
Czechia,1902,Europe,0.035706,35.706,0.0,0.0,3.768,,,0.0
Czechia,1903,Europe,0.036377,36.377,0.0,0.0,3.811,,,0.0
Czechia,1904,Europe,0.036732,36.732,0.0,0.0,3.82,,,0.0
Czechia,1905,Europe,0.037813,37.813,0.0,0.0,3.904,,,0.001
Czechia,1906,Europe,0.039488,39.488,0.0,0.0,4.048,,,0.001
Czechia,1907,Europe,0.0415,41.5,0.0,0.0,4.224,,,0.001
Czechia,1908,Europe,0.042266,42.266,0.0,0.0,4.271,,,0.001
Czechia,1909,Europe,0.042008,42.008,0.0,0.0,4.216,,,0.001
Czechia,1910,Europe,0.04157,41.57,0.0,0.0,4.142,,,0.001
Czechia,1911,Europe,0.0420959999999999,42.096,0.0,0.0,4.168,,,0.001
Czechia,1912,Europe,0.044791,44.791,0.0,0.0,4.41,,,0.001
Czechia,1913,Europe,0.046851,46.851,0.0,0.0,4.584,,,0.001
Czechia,1914,Europe,0.042712,42.707,0.0,0.005,4.154,,,0.001
Czechia,1915,Europe,0.042618,42.61,0.0,0.007,4.143,,,0.001
Czechia,1916,Europe,0.04536,45.35,0.0,0.01,4.437,,,0.001
Czechia,1917,Europe,0.042654,42.634,0.0,0.02,4.211,,,0.001
Czechia,1918,Europe,0.036366,36.349,0.0,0.017,3.635,,,0.001
Czechia,1919,Europe,0.034356,34.341,0.0,0.015,3.463,,,0.001
Czechia,1920,Europe,0.034073,34.053,0.0,0.02,3.415,,,0.001
Czechia,1921,Europe,0.032723,32.693,0.0,0.03,3.272,,,0.001
Czechia,1922,Europe,0.029205,29.168,0.0,0.037,2.888,,,0.001
Czechia,1923,Europe,0.030868,30.846,0.0,0.022,3.027,,,0.001
Czechia,1924,Europe,0.037888,37.866,0.0,0.022,3.686,,,0.001
Czechia,1925,Europe,0.035656,35.607,0.0,0.049,3.438,,,0.001
Czechia,1926,Europe,0.036152,36.108,0.0,0.044,3.462,,,0.001
Czechia,1927,Europe,0.038797,38.763,0.0,0.035,3.696,,,0.001
Czechia,1928,Europe,0.0408489999999999,40.819,0.0,0.03,3.872,,,0.001
Czechia,1929,Europe,0.045695,45.664,0.002,0.03,4.312,,,0.001
Czechia,1930,Europe,0.040313,39.773,0.002,0.146,3.786,,,0.001
Czechia,1931,Europe,0.03772,37.287,0.0,0.042,3.525,,,0.001
Czechia,1932,Europe,0.032877,32.484,0.0,0.04,3.058,,,0.001
Czechia,1933,Europe,0.030066,29.75,0.0,0.037,2.786,,,0.001
Czechia,1934,Europe,0.030033,29.686,0.0,0.054,2.774,,,0.001
Czechia,1935,Europe,0.030919,30.565,0.0,0.042,2.849,,,0.001
Czechia,1936,Europe,0.033594,33.209,0.002,0.04,3.09,,,0.001
Czechia,1937,Europe,0.040694,40.21,0.002,0.037,3.737,,,0.001
Czechia,1938,Europe,0.04659,46.549,0.002,0.039,4.283,,,0.001
France,1900,Europe,0.1292769999999999,128.54,0.0,0.736,3.23,186101235712.0,4650.306186320464,0.002
France,1901,Europe,0.125005,124.298,0.0,0.707,3.12,183083204608.0,4569.371129167981,0.002
