country,year,region,co2,coal_co2,gas_co2,oil_co2,co2_per_capita,gdp,gdp_per_capita,temperature_change_from_co2
South Korea,2015,Asia,0.634177,335.411,92.589,170.594,12.439,1803763843072.0,35379.081632424095,0.007
South Korea,2016,Asia,0.637914,320.697,96.655,184.034,12.435,1856920748032.0,36198.811814073175,0.007
South Korea,2017,Asia,0.654537,337.669,100.861,179.413,12.713,1915599585280.0,37206.02909653502,0.007
South Korea,2018,Asia,0.670169,340.348,117.173,177.633,12.977,1971285917696.0,38172.96264654133,0.008
South Korea,2019,Asia,0.646102,321.606,113.586,175.797,12.481,2015521669120.0,38933.85453823139,0.008
South Korea,2020,Asia,0.597634,282.883,116.635,165.068,11.524,2001231675392.0,38590.24937468279,0.008
South Korea,2021,Asia,0.616075,283.908,126.79,171.484,11.882,2084182687744.0,40197.627073282354,0.008
South Korea,2022,Asia,0.602092,268.099,126.732,173.664,11.627,2137558614016.0,41279.54494476649,0.009
United Kingdom,1992,Europe,0.593846,237.747,122.296,218.447,10.289,1491752058880.0,25844.956237147275,0.029
United Kingdom,1993,Europe,0.579613,207.686,137.591,219.163,10.017,1527509024768.0,26399.614150842375,0.029
United Kingdom,1994,Europe,0.574017,195.376,145.455,215.736,9.896,1585373249536.0,27332.51354297694,0.029
United Kingdom,1995,Europe,0.566159,181.699,154.254,211.595,9.735,1623858085888.0,27923.108272579215,0.029
United Kingdom,1996,Europe,0.586761,173.072,177.543,216.892,10.065,1663446679552.0,28533.236394728978,0.03
United Kingdom,1997,Europe,0.562708,154.729,182.887,207.743,9.628,1713864572928.0,29323.351648952925,0.03
United Kingdom,1998,Europe,0.5685439999999999,154.088,191.361,204.934,9.698,1766619873280.0,30133.30439913663,0.03
United Kingdom,1999,Europe,0.56165,138.313,205.231,201.663,9.546,1823341936640.0,30988.841972947717,0.03
United Kingdom,2000,Europe,0.569034,144.443,210.131,198.238,9.635,1889565278208.0,31995.43708182164,0.031
